bitops-bits-in-byte.js	0.93	0.87	0.06
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.90	0.00
controlflow-recursive.js	1.42	1.31	0.11
crypto-aes.js	0.69	0.66	0.02
crypto-md5.js	1.09	1.00	0.08
crypto-sha1.js	1.04	0.97	0.06
date-format-tofte.js	0.48	0.46	0.01
math-cordic.js	0.97	0.93	0.03
date-format-xparb.js	0.33	0.32	0.01
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.79	0.10
regexp-dna.js	0.45	0.45	0.00
string-base64.js	6.32	6.02	0.30
string-fasta.js	0.81	0.76	0.05
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.14	1.01	0.12
string-validate-input.js	0.44	0.42	0.02
3d-cube.js	0.63	0.61	0.02
3d-morph.js	1.14	1.12	0.01
3d-raytrace.js	0.71	0.60	0.11
access-binary-trees.js	0.76	0.69	0.07
access-fannkuch.js	1.52	1.48	0.04
access-nbody.js	0.35	0.34	0.00
access-nsieve.js	3.47	3.46	0.01
bitops-3bit-bits-in-byte.js	0.92	0.85	0.06
bitops-bits-in-byte.js	0.93	0.88	0.04
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.87	0.03
controlflow-recursive.js	1.42	1.26	0.15
crypto-aes.js	0.69	0.65	0.03
crypto-md5.js	1.09	1.03	0.06
crypto-sha1.js	1.04	0.91	0.12
date-format-tofte.js	0.48	0.47	0.01
math-cordic.js	0.97	0.92	0.04
date-format-xparb.js	0.33	0.32	0.01
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.82	0.07
regexp-dna.js	0.45	0.43	0.01
string-base64.js	6.28	6.06	0.22
string-fasta.js	0.81	0.77	0.03
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.15	1.04	0.10
string-validate-input.js	0.44	0.43	0.01
3d-cube.js	0.63	0.62	0.00
3d-morph.js	1.13	1.13	0.00
3d-raytrace.js	0.71	0.67	0.04
access-binary-trees.js	0.76	0.70	0.05
access-fannkuch.js	1.52	1.50	0.02
access-nbody.js	0.35	0.35	0.00
access-nsieve.js	3.47	3.46	0.01
bitops-3bit-bits-in-byte.js	0.92	0.85	0.07
bitops-bits-in-byte.js	0.93	0.88	0.04
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.89	0.01
controlflow-recursive.js	1.42	1.28	0.14
crypto-aes.js	0.69	0.65	0.03
crypto-md5.js	1.09	0.98	0.11
crypto-sha1.js	1.04	0.97	0.07
date-format-tofte.js	0.48	0.43	0.04
math-cordic.js	0.97	0.93	0.03
date-format-xparb.js	0.33	0.32	0.01
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.83	0.06
regexp-dna.js	0.45	0.44	0.00
string-base64.js	6.28	6.00	0.27
string-fasta.js	0.81	0.77	0.03
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.14	1.05	0.10
string-validate-input.js	0.44	0.43	0.00
3d-cube.js	0.63	0.62	0.00
3d-morph.js	1.12	1.12	0.00
3d-raytrace.js	0.71	0.66	0.05
access-binary-trees.js	0.76	0.64	0.11
access-fannkuch.js	1.52	1.48	0.03
access-nbody.js	0.35	0.35	0.00
access-nsieve.js	3.47	3.45	0.01
bitops-3bit-bits-in-byte.js	0.92	0.85	0.07
bitops-bits-in-byte.js	0.93	0.92	0.01
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.90	0.00
controlflow-recursive.js	1.42	1.33	0.09
crypto-aes.js	0.69	0.65	0.03
crypto-md5.js	1.10	0.99	0.11
crypto-sha1.js	1.04	1.00	0.03
date-format-tofte.js	0.48	0.46	0.01
math-cordic.js	0.97	0.95	0.02
date-format-xparb.js	0.33	0.32	0.01
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.80	0.09
regexp-dna.js	0.45	0.45	0.00
string-base64.js	6.28	6.00	0.28
string-fasta.js	0.81	0.74	0.07
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.14	1.06	0.07
string-validate-input.js	0.44	0.41	0.03
3d-cube.js	0.63	0.61	0.02
3d-morph.js	1.14	1.12	0.01
3d-raytrace.js	0.71	0.63	0.07
access-binary-trees.js	0.76	0.63	0.12
access-fannkuch.js	1.52	1.49	0.03
access-nbody.js	0.35	0.35	0.00
access-nsieve.js	3.51	3.49	0.02
bitops-3bit-bits-in-byte.js	0.92	0.85	0.07
bitops-bits-in-byte.js	0.93	0.88	0.04
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.89	0.00
controlflow-recursive.js	1.42	1.34	0.07
crypto-aes.js	0.69	0.62	0.06
crypto-md5.js	1.09	0.97	0.11
crypto-sha1.js	1.04	0.92	0.11
date-format-tofte.js	0.48	0.46	0.02
math-cordic.js	0.97	0.94	0.03
date-format-xparb.js	0.33	0.29	0.04
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.84	0.04
regexp-dna.js	0.45	0.44	0.00
string-base64.js	6.34	6.10	0.23
string-fasta.js	0.81	0.79	0.02
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.14	1.06	0.07
string-validate-input.js	0.44	0.41	0.03
3d-cube.js	0.63	0.59	0.03
3d-morph.js	1.12	1.12	0.00
3d-raytrace.js	0.71	0.68	0.03
access-binary-trees.js	0.76	0.70	0.05
access-fannkuch.js	1.52	1.49	0.03
access-nbody.js	0.35	0.35	0.00
access-nsieve.js	3.51	3.48	0.03
bitops-3bit-bits-in-byte.js	0.92	0.86	0.05
bitops-bits-in-byte.js	0.93	0.88	0.05
bitops-bitwise-and.js	0.30	0.30	0.00
bitops-nsieve-bits.js	0.90	0.89	0.01
controlflow-recursive.js	1.42	1.29	0.13
crypto-aes.js	0.69	0.65	0.03
crypto-md5.js	1.09	0.99	0.10
crypto-sha1.js	1.04	1.02	0.02
date-format-tofte.js	0.48	0.46	0.02
math-cordic.js	0.97	0.93	0.03
date-format-xparb.js	0.33	0.32	0.01
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.80	0.08
regexp-dna.js	0.45	0.45	0.00
string-base64.js	6.32	5.98	0.33
string-fasta.js	0.81	0.74	0.07
string-tagcloud.js	0.09	0.08	0.00
string-unpack-code.js	1.15	1.07	0.07
string-validate-input.js	0.44	0.39	0.04
3d-cube.js	0.63	0.61	0.01
3d-morph.js	1.14	1.11	0.02
3d-raytrace.js	0.71	0.66	0.04
access-binary-trees.js	0.76	0.72	0.03
access-fannkuch.js	1.52	1.48	0.04
access-nbody.js	0.35	0.35	0.00
access-nsieve.js	3.47	3.45	0.01
bitops-3bit-bits-in-byte.js	0.92	0.79	0.12
bitops-bits-in-byte.js	0.93	0.86	0.07
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.90	0.00
controlflow-recursive.js	1.42	1.29	0.13
crypto-aes.js	0.69	0.64	0.04
crypto-md5.js	1.09	1.03	0.06
crypto-sha1.js	1.04	0.97	0.07
date-format-tofte.js	0.48	0.46	0.01
math-cordic.js	0.97	0.93	0.03
date-format-xparb.js	0.33	0.31	0.02
math-partial-sums.js	0.17	0.16	0.00
math-spectral-norm.js	0.89	0.80	0.08
regexp-dna.js	0.45	0.45	0.00
string-base64.js	6.32	6.03	0.28
string-fasta.js	0.81	0.75	0.06
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.14	1.09	0.05
string-validate-input.js	0.44	0.41	0.03
3d-cube.js	0.63	0.63	0.00
3d-morph.js	1.13	1.12	0.01
3d-raytrace.js	0.71	0.66	0.05
access-binary-trees.js	0.76	0.66	0.09
access-fannkuch.js	1.52	1.46	0.06
access-nbody.js	0.35	0.35	0.00
access-nsieve.js	3.47	3.46	0.01
bitops-3bit-bits-in-byte.js	0.92	0.85	0.06
bitops-bits-in-byte.js	0.93	0.88	0.04
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.90	0.00
controlflow-recursive.js	1.42	1.31	0.11
crypto-aes.js	0.69	0.66	0.03
crypto-md5.js	1.09	1.05	0.03
crypto-sha1.js	1.04	0.96	0.09
date-format-tofte.js	0.48	0.45	0.03
math-cordic.js	0.97	0.90	0.06
date-format-xparb.js	0.33	0.32	0.01
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.83	0.05
regexp-dna.js	0.45	0.45	0.00
string-base64.js	6.33	6.01	0.32
string-fasta.js	0.81	0.78	0.03
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.15	1.08	0.07
string-validate-input.js	0.44	0.41	0.03
3d-cube.js	0.63	0.63	0.00
3d-morph.js	1.14	1.12	0.01
3d-raytrace.js	0.71	0.66	0.05
access-binary-trees.js	0.76	0.68	0.07
access-fannkuch.js	1.52	1.49	0.03
access-nbody.js	0.35	0.35	0.00
access-nsieve.js	3.52	3.51	0.00
bitops-3bit-bits-in-byte.js	0.92	0.83	0.08
bitops-bits-in-byte.js	0.93	0.92	0.00
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.87	0.03
controlflow-recursive.js	1.42	1.29	0.12
crypto-aes.js	0.69	0.66	0.02
crypto-md5.js	1.09	1.04	0.05
crypto-sha1.js	1.04	0.96	0.07
date-format-tofte.js	0.48	0.46	0.01
math-cordic.js	0.97	0.93	0.03
date-format-xparb.js	0.33	0.33	0.00
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.80	0.08
regexp-dna.js	0.45	0.43	0.01
string-base64.js	6.33	6.06	0.27
string-fasta.js	0.81	0.76	0.05
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.14	1.03	0.11
string-validate-input.js	0.44	0.40	0.04
3d-cube.js	0.63	0.62	0.00
3d-morph.js	1.12	1.11	0.00
3d-raytrace.js	0.71	0.64	0.07
access-binary-trees.js	0.76	0.66	0.09
access-fannkuch.js	1.53	1.50	0.02
access-nbody.js	0.35	0.34	0.00
access-nsieve.js	3.51	3.47	0.03
bitops-3bit-bits-in-byte.js	0.92	0.85	0.07
bitops-bits-in-byte.js	0.93	0.90	0.03
bitops-bitwise-and.js	0.30	0.30	0.00
bitops-nsieve-bits.js	0.90	0.89	0.01
controlflow-recursive.js	1.42	1.28	0.14
crypto-aes.js	0.69	0.66	0.03
crypto-md5.js	1.09	0.99	0.10
crypto-sha1.js	1.04	0.98	0.05
date-format-tofte.js	0.48	0.43	0.04
math-cordic.js	0.97	0.92	0.04
date-format-xparb.js	0.33	0.31	0.02
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.84	0.05
regexp-dna.js	0.45	0.43	0.01
string-base64.js	6.28	6.10	0.18
string-fasta.js	0.81	0.75	0.06
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.15	1.07	0.07
string-validate-input.js	0.44	0.39	0.05
3d-cube.js	0.63	0.61	0.02
3d-morph.js	1.13	1.10	0.03
3d-raytrace.js	0.71	0.66	0.05
access-binary-trees.js	0.76	0.63	0.13
access-fannkuch.js	1.52	1.51	0.01
access-nbody.js	0.35	0.34	0.00
access-nsieve.js	3.47	3.45	0.01
bitops-3bit-bits-in-byte.js	0.92	0.86	0.05
bitops-bits-in-byte.js	0.93	0.92	0.00
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.90	0.00
controlflow-recursive.js	1.42	1.27	0.15
crypto-aes.js	0.69	0.66	0.03
crypto-md5.js	1.09	0.98	0.11
crypto-sha1.js	1.04	0.93	0.11
date-format-tofte.js	0.48	0.47	0.00
math-cordic.js	0.97	0.91	0.05
date-format-xparb.js	0.33	0.31	0.02
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.82	0.07
regexp-dna.js	0.45	0.45	0.00
string-base64.js	6.32	6.06	0.25
string-fasta.js	0.81	0.76	0.04
string-tagcloud.js	0.09	0.08	0.00
string-unpack-code.js	1.14	1.06	0.07
string-validate-input.js	0.44	0.43	0.01
3d-cube.js	0.63	0.59	0.03
3d-morph.js	1.12	1.08	0.03
3d-raytrace.js	0.71	0.67	0.03
access-binary-trees.js	0.76	0.65	0.11
access-fannkuch.js	1.53	1.47	0.05
access-nbody.js	0.35	0.35	0.00
access-nsieve.js	3.52	3.51	0.01
bitops-3bit-bits-in-byte.js	0.92	0.82	0.10
bitops-bits-in-byte.js	0.93	0.86	0.07
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.89	0.01
controlflow-recursive.js	1.42	1.24	0.18
crypto-aes.js	0.69	0.64	0.04
crypto-md5.js	1.09	0.96	0.13
crypto-sha1.js	1.04	0.93	0.11
date-format-tofte.js	0.48	0.44	0.03
math-cordic.js	0.97	0.94	0.02
date-format-xparb.js	0.33	0.32	0.01
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.84	0.04
regexp-dna.js	0.45	0.45	0.00
string-base64.js	6.28	6.12	0.16
string-fasta.js	0.81	0.76	0.04
string-tagcloud.js	0.09	0.08	0.00
string-unpack-code.js	1.14	1.07	0.07
string-validate-input.js	0.44	0.36	0.07
3d-cube.js	0.63	0.62	0.00
3d-morph.js	1.14	1.11	0.03
3d-raytrace.js	0.71	0.62	0.09
access-binary-trees.js	0.76	0.67	0.08
access-fannkuch.js	1.52	1.45	0.07
access-nbody.js	0.35	0.35	0.00
access-nsieve.js	3.46	3.45	0.01
bitops-3bit-bits-in-byte.js	0.92	0.81	0.10
bitops-bits-in-byte.js	0.93	0.92	0.01
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.89	0.01
controlflow-recursive.js	1.42	1.28	0.14
crypto-aes.js	0.69	0.67	0.01
crypto-md5.js	1.09	1.01	0.07
crypto-sha1.js	1.04	0.96	0.08
date-format-tofte.js	0.48	0.44	0.04
math-cordic.js	0.97	0.92	0.04
date-format-xparb.js	0.33	0.29	0.04
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.83	0.06
regexp-dna.js	0.45	0.45	0.00
string-base64.js	6.30	6.07	0.22
string-fasta.js	0.81	0.72	0.09
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.14	1.03	0.11
string-validate-input.js	0.44	0.42	0.02
3d-cube.js	0.63	0.61	0.01
3d-morph.js	1.12	1.10	0.02
3d-raytrace.js	0.71	0.67	0.03
access-binary-trees.js	0.76	0.73	0.03
access-fannkuch.js	1.52	1.47	0.05
access-nbody.js	0.35	0.34	0.00
access-nsieve.js	3.51	3.49	0.02
bitops-3bit-bits-in-byte.js	0.92	0.85	0.06
bitops-bits-in-byte.js	0.93	0.90	0.03
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.90	0.01
controlflow-recursive.js	1.42	1.24	0.18
crypto-aes.js	0.69	0.65	0.03
crypto-md5.js	1.09	1.03	0.06
crypto-sha1.js	1.04	0.97	0.06
date-format-tofte.js	0.48	0.46	0.01
math-cordic.js	0.97	0.93	0.03
date-format-xparb.js	0.33	0.30	0.03
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.80	0.09
regexp-dna.js	0.45	0.45	0.00
string-base64.js	6.28	6.06	0.22
string-fasta.js	0.81	0.76	0.05
string-tagcloud.js	0.09	0.08	0.00
string-unpack-code.js	1.14	1.03	0.11
string-validate-input.js	0.44	0.40	0.04
3d-cube.js	0.63	0.59	0.03
3d-morph.js	1.14	1.12	0.01
3d-raytrace.js	0.71	0.67	0.03
access-binary-trees.js	0.76	0.65	0.10
access-fannkuch.js	1.53	1.49	0.03
access-nbody.js	0.35	0.35	0.00
access-nsieve.js	3.43	3.41	0.01
bitops-3bit-bits-in-byte.js	0.92	0.86	0.05
bitops-bits-in-byte.js	0.93	0.88	0.04
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.90	0.00
controlflow-recursive.js	1.42	1.26	0.16
crypto-aes.js	0.69	0.66	0.02
crypto-md5.js	1.09	1.03	0.06
crypto-sha1.js	1.04	0.95	0.09
date-format-tofte.js	0.48	0.46	0.02
math-cordic.js	0.97	0.87	0.10
date-format-xparb.js	0.33	0.29	0.04
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.81	0.08
regexp-dna.js	0.45	0.45	0.00
string-base64.js	6.33	6.08	0.25
string-fasta.js	0.81	0.78	0.03
string-tagcloud.js	0.09	0.08	0.01
string-unpack-code.js	1.14	1.02	0.12
string-validate-input.js	0.44	0.42	0.02
3d-cube.js	0.63	0.61	0.01
3d-morph.js	1.13	1.11	0.01
3d-raytrace.js	0.71	0.66	0.04
access-binary-trees.js	0.76	0.67	0.08
access-fannkuch.js	1.52	1.51	0.01
access-nbody.js	0.35	0.35	0.00
access-nsieve.js	3.47	3.45	0.02
bitops-3bit-bits-in-byte.js	0.92	0.84	0.07
bitops-bits-in-byte.js	0.93	0.89	0.03
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.90	0.00
controlflow-recursive.js	1.42	1.29	0.12
crypto-aes.js	0.69	0.66	0.02
crypto-md5.js	1.09	1.00	0.08
crypto-sha1.js	1.04	0.98	0.06
date-format-tofte.js	0.48	0.45	0.03
math-cordic.js	0.97	0.93	0.03
date-format-xparb.js	0.33	0.28	0.05
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.78	0.11
regexp-dna.js	0.45	0.43	0.01
string-base64.js	6.30	6.07	0.22
string-fasta.js	0.81	0.74	0.07
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.15	1.07	0.07
string-validate-input.js	0.44	0.39	0.04
3d-cube.js	0.63	0.61	0.01
3d-morph.js	1.14	1.14	0.00
3d-raytrace.js	0.71	0.66	0.05
access-binary-trees.js	0.76	0.72	0.03
access-fannkuch.js	1.52	1.47	0.05
access-nbody.js	0.35	0.35	0.00
access-nsieve.js	3.47	3.46	0.00
bitops-3bit-bits-in-byte.js	0.92	0.85	0.07
bitops-bits-in-byte.js	0.93	0.88	0.04
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.90	0.00
controlflow-recursive.js	1.42	1.33	0.09
crypto-aes.js	0.69	0.63	0.05
crypto-md5.js	1.09	0.97	0.11
crypto-sha1.js	1.04	0.96	0.08
date-format-tofte.js	0.48	0.45	0.03
math-cordic.js	0.97	0.94	0.03
date-format-xparb.js	0.33	0.32	0.02
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.85	0.04
regexp-dna.js	0.45	0.45	0.00
string-base64.js	6.28	6.00	0.27
string-fasta.js	0.81	0.73	0.07
string-tagcloud.js	0.09	0.07	0.02
string-unpack-code.js	1.14	1.09	0.05
string-validate-input.js	0.44	0.42	0.01
3d-cube.js	0.63	0.58	0.05
3d-morph.js	1.12	1.12	0.00
3d-raytrace.js	0.71	0.69	0.02
access-binary-trees.js	0.76	0.66	0.10
access-fannkuch.js	1.53	1.51	0.01
access-nbody.js	0.35	0.33	0.01
access-nsieve.js	3.52	3.52	0.00
bitops-3bit-bits-in-byte.js	0.92	0.84	0.07
bitops-bits-in-byte.js	0.93	0.89	0.03
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.89	0.01
controlflow-recursive.js	1.42	1.33	0.09
crypto-aes.js	0.69	0.65	0.03
crypto-md5.js	1.09	1.04	0.04
crypto-sha1.js	1.04	0.97	0.07
date-format-tofte.js	0.48	0.46	0.01
math-cordic.js	0.97	0.91	0.05
date-format-xparb.js	0.33	0.32	0.01
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.80	0.09
regexp-dna.js	0.45	0.44	0.00
string-base64.js	6.29	6.03	0.26
string-fasta.js	0.81	0.76	0.05
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.14	1.08	0.06
string-validate-input.js	0.44	0.42	0.02
3d-cube.js	0.63	0.61	0.01
3d-morph.js	1.14	1.13	0.00
3d-raytrace.js	0.71	0.65	0.06
access-binary-trees.js	0.76	0.66	0.10
access-fannkuch.js	1.52	1.50	0.02
access-nbody.js	0.35	0.35	0.00
access-nsieve.js	3.51	3.48	0.03
bitops-3bit-bits-in-byte.js	0.92	0.87	0.04
bitops-bits-in-byte.js	0.93	0.91	0.02
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.89	0.01
controlflow-recursive.js	1.42	1.32	0.10
crypto-aes.js	0.69	0.66	0.03
crypto-md5.js	1.09	0.99	0.10
crypto-sha1.js	1.04	1.01	0.03
date-format-tofte.js	0.48	0.46	0.01
math-cordic.js	0.97	0.90	0.07
date-format-xparb.js	0.33	0.29	0.04
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.86	0.03
regexp-dna.js	0.45	0.45	0.00
string-base64.js	6.32	6.10	0.22
string-fasta.js	0.81	0.76	0.04
string-tagcloud.js	0.09	0.08	0.00
string-unpack-code.js	1.15	1.06	0.08
string-validate-input.js	0.44	0.40	0.03
3d-cube.js	0.63	0.61	0.02
3d-morph.js	1.13	1.12	0.01
3d-raytrace.js	0.71	0.66	0.04
access-binary-trees.js	0.76	0.70	0.06
access-fannkuch.js	1.52	1.49	0.03
access-nbody.js	0.35	0.35	0.00
access-nsieve.js	3.47	3.46	0.00
bitops-3bit-bits-in-byte.js	0.92	0.83	0.08
bitops-bits-in-byte.js	0.93	0.86	0.07
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.90	0.00
controlflow-recursive.js	1.42	1.25	0.17
crypto-aes.js	0.69	0.63	0.05
crypto-md5.js	1.09	0.97	0.11
crypto-sha1.js	1.04	0.98	0.05
date-format-tofte.js	0.48	0.48	0.00
math-cordic.js	0.97	0.91	0.06
date-format-xparb.js	0.33	0.29	0.04
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.83	0.06
regexp-dna.js	0.45	0.45	0.00
string-base64.js	6.33	6.11	0.22
string-fasta.js	0.81	0.76	0.04
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.15	1.02	0.12
string-validate-input.js	0.44	0.41	0.03
3d-cube.js	0.63	0.60	0.03
3d-morph.js	1.12	1.11	0.00
3d-raytrace.js	0.71	0.64	0.07
access-binary-trees.js	0.76	0.71	0.04
access-fannkuch.js	1.52	1.49	0.03
access-nbody.js	0.35	0.33	0.01
access-nsieve.js	3.46	3.45	0.01
bitops-3bit-bits-in-byte.js	0.92	0.85	0.07
bitops-bits-in-byte.js	0.93	0.91	0.01
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.85	0.05
controlflow-recursive.js	1.42	1.29	0.12
crypto-aes.js	0.69	0.63	0.05
crypto-md5.js	1.09	0.97	0.11
crypto-sha1.js	1.04	0.98	0.05
date-format-tofte.js	0.48	0.48	0.00
math-cordic.js	0.97	0.94	0.03
date-format-xparb.js	0.33	0.31	0.03
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.80	0.09
regexp-dna.js	0.45	0.45	0.00
string-base64.js	6.33	6.09	0.24
string-fasta.js	0.81	0.74	0.07
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.14	1.02	0.12
string-validate-input.js	0.44	0.39	0.04
3d-cube.js	0.63	0.60	0.03
3d-morph.js	1.14	1.13	0.00
3d-raytrace.js	0.71	0.66	0.04
access-binary-trees.js	0.76	0.67	0.08
access-fannkuch.js	1.52	1.50	0.02
access-nbody.js	0.35	0.33	0.01
access-nsieve.js	3.46	3.44	0.02
bitops-3bit-bits-in-byte.js	0.92	0.85	0.06
bitops-bits-in-byte.js	0.93	0.87	0.06
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.90	0.89	0.01
controlflow-recursive.js	1.43	1.32	0.11
crypto-aes.js	0.69	0.68	0.00
crypto-md5.js	1.09	1.01	0.07
crypto-sha1.js	1.04	0.97	0.07
date-format-tofte.js	0.48	0.45	0.03
math-cordic.js	0.97	0.92	0.04
date-format-xparb.js	0.33	0.29	0.04
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.84	0.05
regexp-dna.js	0.45	0.43	0.01
string-base64.js	6.33	6.10	0.22
string-fasta.js	0.81	0.76	0.04
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.14	1.06	0.08
string-validate-input.js	0.44	0.42	0.02
3d-cube.js	0.63	0.60	0.03
3d-morph.js	1.12	1.12	0.00
3d-raytrace.js	0.71	0.66	0.05
access-binary-trees.js	0.76	0.71	0.04
access-fannkuch.js	1.52	1.45	0.07
access-nbody.js	0.35	0.34	0.00
access-nsieve.js	3.47	3.44	0.03
bitops-3bit-bits-in-byte.js	0.92	0.83	0.08
