string-tagcloud.js	0.09	0.08	0.00
string-unpack-code.js	0.97	0.76	0.20
string-validate-input.js	0.46	0.39	0.07
3d-cube.js	0.61	0.52	0.08
3d-morph.js	1.20	1.19	0.01
3d-raytrace.js	0.67	0.57	0.10
access-binary-trees.js	0.71	0.58	0.13
access-fannkuch.js	1.47	1.43	0.03
access-nbody.js	0.34	0.34	0.00
access-nsieve.js	3.82	3.76	0.05
bitops-3bit-bits-in-byte.js	0.94	0.87	0.06
bitops-bits-in-byte.js	0.95	0.84	0.11
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.85	0.84	0.00
controlflow-recursive.js	1.40	1.06	0.33
crypto-aes.js	0.63	0.56	0.07
crypto-md5.js	0.92	0.77	0.15
crypto-sha1.js	0.81	0.67	0.14
date-format-tofte.js	0.44	0.39	0.05
math-cordic.js	0.95	0.87	0.07
date-format-xparb.js	0.30	0.27	0.03
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.77	0.11
regexp-dna.js	0.45	0.45	0.00
string-base64.js	5.61	5.04	0.56
string-fasta.js	0.79	0.66	0.12
string-tagcloud.js	0.09	0.08	0.00
string-unpack-code.js	1.01	0.80	0.21
string-validate-input.js	0.46	0.41	0.05
3d-cube.js	0.60	0.58	0.02
3d-morph.js	1.20	1.18	0.01
3d-raytrace.js	0.67	0.56	0.11
access-binary-trees.js	0.83	0.59	0.25
access-fannkuch.js	1.47	1.39	0.07
access-nbody.js	0.34	0.34	0.00
access-nsieve.js	3.82	3.77	0.04
bitops-3bit-bits-in-byte.js	0.93	0.78	0.15
bitops-bits-in-byte.js	0.95	0.85	0.10
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.85	0.84	0.00
controlflow-recursive.js	1.40	1.02	0.37
crypto-aes.js	0.62	0.61	0.01
crypto-md5.js	0.92	0.79	0.13
crypto-sha1.js	0.96	0.77	0.18
date-format-tofte.js	0.44	0.40	0.03
math-cordic.js	0.95	0.87	0.08
date-format-xparb.js	0.30	0.26	0.04
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.90	0.77	0.12
regexp-dna.js	0.45	0.44	0.01
string-base64.js	6.01	5.25	0.76
string-fasta.js	0.79	0.67	0.11
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.03	0.74	0.29
string-validate-input.js	0.46	0.36	0.10
3d-cube.js	0.60	0.58	0.02
3d-morph.js	1.19	1.18	0.00
3d-raytrace.js	0.67	0.62	0.05
access-binary-trees.js	0.72	0.56	0.15
access-fannkuch.js	1.47	1.44	0.03
access-nbody.js	0.34	0.34	0.00
access-nsieve.js	3.81	3.76	0.05
bitops-3bit-bits-in-byte.js	0.93	0.79	0.14
bitops-bits-in-byte.js	0.94	0.86	0.07
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.85	0.84	0.00
controlflow-recursive.js	1.48	1.04	0.43
crypto-aes.js	0.63	0.56	0.06
crypto-md5.js	0.94	0.73	0.20
crypto-sha1.js	0.82	0.71	0.11
date-format-tofte.js	0.44	0.41	0.03
math-cordic.js	0.95	0.89	0.06
date-format-xparb.js	0.30	0.28	0.02
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.74	0.15
regexp-dna.js	0.45	0.44	0.01
string-base64.js	5.64	5.08	0.55
string-fasta.js	0.79	0.71	0.07
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.01	0.86	0.15
string-validate-input.js	0.46	0.41	0.05
3d-cube.js	0.61	0.54	0.07
3d-morph.js	1.19	1.18	0.00
3d-raytrace.js	0.65	0.59	0.06
access-binary-trees.js	0.74	0.57	0.16
access-fannkuch.js	1.47	1.38	0.08
access-nbody.js	0.34	0.34	0.00
access-nsieve.js	3.81	3.77	0.03
bitops-3bit-bits-in-byte.js	0.93	0.73	0.19
bitops-bits-in-byte.js	0.95	0.88	0.07
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.85	0.83	0.01
controlflow-recursive.js	1.49	0.98	0.51
crypto-aes.js	0.63	0.58	0.04
crypto-md5.js	0.93	0.79	0.14
crypto-sha1.js	0.82	0.67	0.14
date-format-tofte.js	0.44	0.41	0.02
math-cordic.js	0.95	0.89	0.05
date-format-xparb.js	0.30	0.27	0.03
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.90	0.75	0.14
regexp-dna.js	0.45	0.44	0.01
string-base64.js	5.46	4.92	0.53
string-fasta.js	0.79	0.72	0.07
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.01	0.81	0.19
string-validate-input.js	0.46	0.37	0.09
3d-cube.js	0.60	0.55	0.05
3d-morph.js	1.19	1.16	0.03
3d-raytrace.js	0.66	0.58	0.07
access-binary-trees.js	0.73	0.59	0.14
access-fannkuch.js	1.47	1.41	0.06
access-nbody.js	0.34	0.34	0.00
access-nsieve.js	3.81	3.78	0.03
bitops-3bit-bits-in-byte.js	0.94	0.80	0.13
bitops-bits-in-byte.js	0.95	0.80	0.15
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.85	0.82	0.03
controlflow-recursive.js	1.33	0.98	0.35
crypto-aes.js	0.63	0.56	0.07
crypto-md5.js	0.91	0.71	0.19
crypto-sha1.js	0.81	0.70	0.11
date-format-tofte.js	0.44	0.38	0.05
math-cordic.js	0.95	0.88	0.07
date-format-xparb.js	0.30	0.30	0.00
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.75	0.14
regexp-dna.js	0.45	0.45	0.00
string-base64.js	5.75	5.10	0.65
string-fasta.js	0.79	0.71	0.08
string-tagcloud.js	0.09	0.08	0.00
string-unpack-code.js	0.99	0.83	0.15
string-validate-input.js	0.46	0.39	0.07
3d-cube.js	0.61	0.58	0.03
3d-morph.js	1.20	1.18	0.02
3d-raytrace.js	0.66	0.58	0.07
access-binary-trees.js	0.74	0.50	0.24
access-fannkuch.js	1.47	1.36	0.11
access-nbody.js	0.34	0.34	0.00
access-nsieve.js	3.82	3.77	0.05
bitops-3bit-bits-in-byte.js	0.94	0.79	0.14
bitops-bits-in-byte.js	0.95	0.87	0.07
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.85	0.84	0.00
controlflow-recursive.js	1.39	0.94	0.44
crypto-aes.js	0.62	0.56	0.06
crypto-md5.js	0.90	0.74	0.16
crypto-sha1.js	0.82	0.67	0.15
date-format-tofte.js	0.44	0.39	0.05
math-cordic.js	0.95	0.87	0.08
date-format-xparb.js	0.30	0.24	0.06
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.79	0.10
regexp-dna.js	0.45	0.43	0.02
string-base64.js	5.72	5.18	0.53
string-fasta.js	0.79	0.70	0.09
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.07	0.93	0.14
string-validate-input.js	0.46	0.36	0.09
3d-cube.js	0.60	0.54	0.06
3d-morph.js	1.19	1.16	0.02
3d-raytrace.js	0.67	0.59	0.08
access-binary-trees.js	0.78	0.51	0.26
access-fannkuch.js	1.47	1.42	0.05
access-nbody.js	0.34	0.34	0.00
access-nsieve.js	3.81	3.78	0.03
bitops-3bit-bits-in-byte.js	0.93	0.77	0.16
bitops-bits-in-byte.js	0.95	0.85	0.10
bitops-bitwise-and.js	0.29	0.28	0.00
bitops-nsieve-bits.js	0.85	0.83	0.02
controlflow-recursive.js	1.46	1.09	0.37
crypto-aes.js	0.63	0.56	0.07
crypto-md5.js	0.87	0.71	0.15
crypto-sha1.js	0.81	0.66	0.14
date-format-tofte.js	0.44	0.42	0.01
math-cordic.js	0.95	0.89	0.06
date-format-xparb.js	0.30	0.25	0.04
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.73	0.16
regexp-dna.js	0.45	0.44	0.00
string-base64.js	5.57	4.75	0.81
string-fasta.js	0.79	0.70	0.08
string-tagcloud.js	0.09	0.08	0.00
string-unpack-code.js	1.11	0.80	0.30
string-validate-input.js	0.46	0.37	0.08
3d-cube.js	0.62	0.57	0.05
3d-morph.js	1.20	1.19	0.00
3d-raytrace.js	0.66	0.55	0.11
access-binary-trees.js	0.73	0.57	0.15
access-fannkuch.js	1.47	1.42	0.04
access-nbody.js	0.34	0.34	0.00
access-nsieve.js	3.77	3.74	0.02
bitops-3bit-bits-in-byte.js	0.93	0.85	0.08
bitops-bits-in-byte.js	0.95	0.89	0.05
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.85	0.84	0.00
controlflow-recursive.js	1.49	0.99	0.49
crypto-aes.js	0.62	0.59	0.03
crypto-md5.js	0.85	0.70	0.15
crypto-sha1.js	0.81	0.71	0.11
date-format-tofte.js	0.44	0.41	0.03
math-cordic.js	0.96	0.84	0.11
date-format-xparb.js	0.30	0.25	0.04
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.78	0.11
regexp-dna.js	0.45	0.45	0.00
string-base64.js	5.60	4.95	0.65
string-fasta.js	0.80	0.65	0.14
string-tagcloud.js	0.09	0.08	0.01
string-unpack-code.js	1.00	0.81	0.19
string-validate-input.js	0.46	0.42	0.03
3d-cube.js	0.60	0.55	0.05
3d-morph.js	1.20	1.18	0.02
3d-raytrace.js	0.66	0.60	0.06
access-binary-trees.js	0.73	0.55	0.18
access-fannkuch.js	1.47	1.42	0.05
access-nbody.js	0.34	0.34	0.00
access-nsieve.js	3.78	3.72	0.05
bitops-3bit-bits-in-byte.js	0.93	0.77	0.16
bitops-bits-in-byte.js	0.95	0.88	0.07
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.85	0.82	0.02
controlflow-recursive.js	1.35	0.96	0.38
crypto-aes.js	0.63	0.55	0.07
crypto-md5.js	0.85	0.76	0.08
crypto-sha1.js	0.82	0.74	0.08
date-format-tofte.js	0.44	0.40	0.03
math-cordic.js	0.94	0.89	0.05
date-format-xparb.js	0.30	0.26	0.04
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.78	0.11
regexp-dna.js	0.45	0.44	0.00
string-base64.js	5.99	5.22	0.77
string-fasta.js	0.79	0.68	0.11
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.08	0.85	0.22
string-validate-input.js	0.46	0.36	0.10
3d-cube.js	0.62	0.55	0.06
3d-morph.js	1.20	1.17	0.03
3d-raytrace.js	0.68	0.61	0.07
access-binary-trees.js	0.76	0.54	0.22
access-fannkuch.js	1.47	1.40	0.07
access-nbody.js	0.34	0.34	0.00
access-nsieve.js	3.82	3.80	0.02
bitops-3bit-bits-in-byte.js	0.93	0.75	0.18
bitops-bits-in-byte.js	0.95	0.82	0.13
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.85	0.84	0.00
controlflow-recursive.js	1.60	1.11	0.49
crypto-aes.js	0.62	0.58	0.03
crypto-md5.js	0.85	0.74	0.10
crypto-sha1.js	0.82	0.67	0.14
date-format-tofte.js	0.44	0.38	0.05
math-cordic.js	0.95	0.83	0.11
date-format-xparb.js	0.30	0.24	0.06
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.83	0.06
regexp-dna.js	0.45	0.45	0.00
string-base64.js	5.76	5.07	0.68
string-fasta.js	0.79	0.67	0.12
string-tagcloud.js	0.09	0.07	0.01
string-unpack-code.js	0.91	0.73	0.18
string-validate-input.js	0.46	0.36	0.09
3d-cube.js	0.61	0.56	0.05
3d-morph.js	1.20	1.19	0.01
3d-raytrace.js	0.66	0.58	0.07
access-binary-trees.js	0.74	0.54	0.20
access-fannkuch.js	1.47	1.37	0.10
access-nbody.js	0.34	0.34	0.00
access-nsieve.js	3.77	3.70	0.06
bitops-3bit-bits-in-byte.js	0.93	0.80	0.13
bitops-bits-in-byte.js	0.95	0.82	0.12
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.85	0.84	0.00
controlflow-recursive.js	1.41	1.01	0.40
crypto-aes.js	0.62	0.59	0.03
crypto-md5.js	0.84	0.71	0.12
crypto-sha1.js	0.81	0.66	0.15
date-format-tofte.js	0.44	0.36	0.08
math-cordic.js	0.95	0.87	0.08
date-format-xparb.js	0.30	0.25	0.05
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.76	0.13
regexp-dna.js	0.45	0.44	0.00
string-base64.js	5.71	5.03	0.67
string-fasta.js	0.79	0.72	0.07
string-tagcloud.js	0.09	0.08	0.00
string-unpack-code.js	1.09	0.79	0.29
string-validate-input.js	0.46	0.38	0.07
3d-cube.js	0.60	0.57	0.03
3d-morph.js	1.19	1.17	0.01
3d-raytrace.js	0.66	0.59	0.07
access-binary-trees.js	0.85	0.60	0.25
access-fannkuch.js	1.47	1.41	0.05
access-nbody.js	0.34	0.33	0.01
access-nsieve.js	3.76	3.68	0.07
bitops-3bit-bits-in-byte.js	0.93	0.77	0.15
bitops-bits-in-byte.js	0.95	0.84	0.11
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.85	0.83	0.01
controlflow-recursive.js	1.38	0.96	0.42
crypto-aes.js	0.63	0.58	0.04
crypto-md5.js	0.85	0.64	0.21
crypto-sha1.js	0.84	0.68	0.15
date-format-tofte.js	0.44	0.41	0.03
math-cordic.js	0.95	0.86	0.08
date-format-xparb.js	0.30	0.24	0.06
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.90	0.73	0.16
regexp-dna.js	0.45	0.45	0.00
string-base64.js	5.64	5.14	0.51
string-fasta.js	0.80	0.72	0.07
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	0.97	0.80	0.17
string-validate-input.js	0.46	0.38	0.08
3d-cube.js	0.60	0.56	0.04
3d-morph.js	1.20	1.19	0.01
3d-raytrace.js	0.66	0.57	0.08
access-binary-trees.js	0.74	0.58	0.15
access-fannkuch.js	1.47	1.38	0.08
access-nbody.js	0.34	0.34	0.00
access-nsieve.js	3.82	3.78	0.03
bitops-3bit-bits-in-byte.js	0.93	0.84	0.09
bitops-bits-in-byte.js	0.95	0.91	0.03
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.85	0.82	0.02
controlflow-recursive.js	1.33	1.00	0.33
crypto-aes.js	0.62	0.57	0.04
crypto-md5.js	0.84	0.76	0.07
crypto-sha1.js	0.81	0.72	0.09
date-format-tofte.js	0.44	0.39	0.04
math-cordic.js	0.95	0.89	0.06
date-format-xparb.js	0.30	0.23	0.07
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.73	0.15
regexp-dna.js	0.45	0.44	0.00
string-base64.js	5.68	5.01	0.66
string-fasta.js	0.79	0.71	0.07
string-tagcloud.js	0.09	0.08	0.00
string-unpack-code.js	0.97	0.78	0.18
string-validate-input.js	0.46	0.42	0.04
3d-cube.js	0.62	0.53	0.08
3d-morph.js	1.19	1.17	0.01
3d-raytrace.js	0.67	0.60	0.07
access-binary-trees.js	0.74	0.50	0.24
access-fannkuch.js	1.47	1.46	0.01
access-nbody.js	0.34	0.33	0.01
access-nsieve.js	3.77	3.74	0.02
bitops-3bit-bits-in-byte.js	0.94	0.83	0.10
bitops-bits-in-byte.js	0.95	0.89	0.05
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.85	0.85	0.00
controlflow-recursive.js	1.41	1.10	0.30
crypto-aes.js	0.63	0.55	0.07
crypto-md5.js	0.92	0.74	0.17
crypto-sha1.js	0.92	0.73	0.18
date-format-tofte.js	0.44	0.41	0.03
math-cordic.js	0.95	0.83	0.11
date-format-xparb.js	0.30	0.25	0.05
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.90	0.78	0.11
regexp-dna.js	0.45	0.44	0.01
string-base64.js	5.63	4.87	0.75
string-fasta.js	0.79	0.66	0.13
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.00	0.85	0.15
string-validate-input.js	0.46	0.35	0.11
3d-cube.js	0.60	0.58	0.02
3d-morph.js	1.20	1.19	0.00
3d-raytrace.js	0.66	0.56	0.10
access-binary-trees.js	0.73	0.59	0.13
access-fannkuch.js	1.47	1.40	0.07
access-nbody.js	0.34	0.33	0.01
access-nsieve.js	3.77	3.72	0.04
bitops-3bit-bits-in-byte.js	0.93	0.81	0.11
bitops-bits-in-byte.js	0.95	0.90	0.04
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.85	0.84	0.00
controlflow-recursive.js	1.38	1.04	0.33
crypto-aes.js	0.63	0.56	0.06
crypto-md5.js	0.91	0.73	0.18
crypto-sha1.js	0.80	0.71	0.09
date-format-tofte.js	0.44	0.42	0.02
math-cordic.js	0.95	0.84	0.11
date-format-xparb.js	0.30	0.26	0.04
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.78	0.11
regexp-dna.js	0.45	0.43	0.03
string-base64.js	5.72	4.97	0.75
string-fasta.js	0.79	0.67	0.11
string-tagcloud.js	0.09	0.07	0.02
string-unpack-code.js	1.00	0.76	0.23
string-validate-input.js	0.46	0.37	0.09
3d-cube.js	0.60	0.57	0.03
3d-morph.js	1.19	1.19	0.00
3d-raytrace.js	0.66	0.57	0.09
access-binary-trees.js	0.72	0.57	0.15
access-fannkuch.js	1.47	1.44	0.03
access-nbody.js	0.34	0.34	0.00
access-nsieve.js	3.81	3.78	0.03
bitops-3bit-bits-in-byte.js	0.94	0.81	0.12
bitops-bits-in-byte.js	0.95	0.87	0.07
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.85	0.84	0.00
controlflow-recursive.js	1.40	0.97	0.42
crypto-aes.js	0.63	0.57	0.05
crypto-md5.js	0.87	0.67	0.19
crypto-sha1.js	0.82	0.64	0.18
date-format-tofte.js	0.44	0.41	0.02
math-cordic.js	0.95	0.83	0.12
date-format-xparb.js	0.29	0.24	0.04
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.90	0.75	0.14
regexp-dna.js	0.45	0.45	0.00
string-base64.js	5.80	5.15	0.65
string-fasta.js	0.79	0.71	0.08
string-tagcloud.js	0.09	0.07	0.01
string-unpack-code.js	0.91	0.78	0.13
string-validate-input.js	0.46	0.40	0.06
3d-cube.js	0.61	0.54	0.06
3d-morph.js	1.20	1.16	0.03
3d-raytrace.js	0.66	0.54	0.11
access-binary-trees.js	0.74	0.57	0.16
access-fannkuch.js	1.47	1.37	0.10
access-nbody.js	0.34	0.34	0.00
access-nsieve.js	3.81	3.77	0.03
bitops-3bit-bits-in-byte.js	0.93	0.85	0.08
bitops-bits-in-byte.js	0.95	0.84	0.11
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.85	0.83	0.01
controlflow-recursive.js	1.39	0.94	0.44
crypto-aes.js	0.62	0.56	0.06
crypto-md5.js	0.92	0.73	0.19
crypto-sha1.js	0.84	0.69	0.14
date-format-tofte.js	0.44	0.39	0.04
math-cordic.js	0.96	0.86	0.10
date-format-xparb.js	0.30	0.26	0.03
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.73	0.16
regexp-dna.js	0.45	0.45	0.00
string-base64.js	5.75	5.10	0.65
string-fasta.js	0.79	0.67	0.11
string-tagcloud.js	0.09	0.08	0.00
string-unpack-code.js	1.06	0.83	0.23
string-validate-input.js	0.46	0.40	0.06
3d-cube.js	0.61	0.58	0.02
3d-morph.js	1.20	1.18	0.02
3d-raytrace.js	0.66	0.61	0.04
access-binary-trees.js	0.72	0.55	0.17
access-fannkuch.js	1.47	1.45	0.02
access-nbody.js	0.34	0.34	0.00
access-nsieve.js	3.77	3.74	0.03
bitops-3bit-bits-in-byte.js	0.93	0.82	0.11
bitops-bits-in-byte.js	0.95	0.89	0.05
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.85	0.83	0.01
controlflow-recursive.js	1.46	1.02	0.44
crypto-aes.js	0.63	0.58	0.04
crypto-md5.js	0.91	0.71	0.20
crypto-sha1.js	0.81	0.70	0.11
date-format-tofte.js	0.44	0.38	0.05
math-cordic.js	0.95	0.86	0.09
date-format-xparb.js	0.29	0.25	0.04
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.89	0.75	0.14
regexp-dna.js	0.45	0.44	0.00
string-base64.js	5.85	5.03	0.82
string-fasta.js	0.79	0.69	0.10
string-tagcloud.js	0.09	0.08	0.00
string-unpack-code.js	0.94	0.78	0.16
string-validate-input.js	0.46	0.43	0.03
3d-cube.js	0.60	0.55	0.04
3d-morph.js	1.20	1.19	0.01
3d-raytrace.js	0.66	0.62	0.03
access-binary-trees.js	0.75	0.56	0.19
access-fannkuch.js	1.47	1.40	0.07
access-nbody.js	0.34	0.33	0.01
access-nsieve.js	3.81	3.77	0.03
bitops-3bit-bits-in-byte.js	0.93	0.81	0.11
bitops-bits-in-byte.js	0.95	0.89	0.05
bitops-bitwise-and.js	0.29	0.29	0.00
bitops-nsieve-bits.js	0.85	0.83	0.01
controlflow-recursive.js	1.37	1.03	0.33
crypto-aes.js	0.62	0.56	0.06
crypto-md5.js	0.86	0.71	0.15
crypto-sha1.js	0.80	0.67	0.13
date-format-tofte.js	0.44	0.41	0.02
math-cordic.js	0.94	0.79	0.15
date-format-xparb.js	0.30	0.24	0.05
math-partial-sums.js	0.17	0.17	0.00
math-spectral-norm.js	0.90	0.75	0.14
regexp-dna.js	0.45	0.44	0.01
string-base64.js	5.80	5.04	0.75
string-fasta.js	0.79	0.67	0.12
string-tagcloud.js	0.09	0.09	0.00
string-unpack-code.js	1.01	0.87	0.14
string-validate-input.js	0.46	0.40	0.06
3d-cube.js	0.60	0.57	0.03
3d-morph.js	1.19	1.18	0.00
3d-raytrace.js	0.67	0.60	0.07
access-binary-trees.js	0.76	0.60	0.15
access-fannkuch.js	1.47	1.35	0.11
access-nbody.js	0.34	0.34	0.00
access-nsieve.js	3.82	3.79	0.03
bitops-3bit-bits-in-byte.js	0.93	0.81	0.11
