kStretchTreeDepth	kLongLivedTreeDepth	kArraySize	kMinTreeDepth	kMaxTreeDepth	GC Itertations	Heap Size	Time Elapsed
21	16	5000000	4	19	6179	195248128	16886
21	16	5000000	4	19	6173	195248128	16743
21	16	5000000	4	19	6193	195248128	16298
21	16	5000000	4	19	6205	195248128	16994
21	16	5000000	4	19	6204	195248128	17198
21	16	5000000	4	19	6207	195248128	16815
21	16	5000000	4	19	6167	195248128	16457
21	16	5000000	4	19	6172	195248128	17045
21	16	5000000	4	19	6214	195248128	16712
21	16	5000000	4	19	6158	195248128	17069
21	16	5000000	4	19	6199	195248128	16619
21	16	5000000	4	19	6200	195248128	17011
21	16	5000000	4	19	6200	195248128	16861
21	16	5000000	4	19	6170	195248128	16699
21	17	5000000	4	19	4429	203636736	19631
21	17	5000000	4	19	4427	195248128	21144
21	17	5000000	4	19	4427	203636736	19975
21	17	5000000	4	19	4427	203636736	19764
21	17	5000000	4	19	4422	195248128	20790
21	17	5000000	4	19	4428	195248128	21302
21	17	5000000	4	19	4427	203636736	19813
21	17	5000000	4	19	4428	195248128	20530
21	17	5000000	4	19	4423	195248128	21016
21	17	5000000	4	19	4445	203636736	20185
21	17	5000000	4	19	4429	195248128	20679
21	17	5000000	4	19	4427	195248128	20938
21	17	5000000	4	19	4428	195248128	21121
21	17	5000000	4	19	4495	195248128	20868
21	17	5000000	4	19	4444	195248128	21345
21	17	5000000	4	19	4457	203636736	20214
21	17	5000000	4	19	4428	203636736	19381
21	17	5000000	4	19	4441	195248128	20279
21	17	5000000	4	19	4447	203636736	19947
21	17	5000000	4	19	4428	195248128	20230
21	17	5000000	4	19	4495	195248128	20231
21	17	5000000	4	19	4424	195248128	20773
21	17	5000000	4	19	4423	195248128	20968
21	17	5000000	4	19	4450	203636736	21019
21	17	5000000	4	19	4428	195248128	20871
21	17	5000000	4	19	4429	195248128	20654
21	17	5000000	4	19	4450	203636736	19788
21	17	5000000	4	19	4447	195248128	20173
21	17	5000000	4	19	4456	203636736	19818
21	17	5000000	4	19	4460	203636736	20047
21	18	5000000	4	19	2886	203636736	24168
21	18	5000000	4	19	2887	203636736	23659
21	18	5000000	4	19	2886	212025344	22646
21	18	5000000	4	19	2889	203636736	23747
21	18	5000000	4	19	2889	203636736	24017
21	18	5000000	4	19	2884	203636736	23250
21	18	5000000	4	19	2901	203636736	22444
21	18	5000000	4	19	2937	195248128	22871
21	18	5000000	4	19	2888	203636736	24218
21	18	5000000	4	19	2888	203636736	24252
21	18	5000000	4	19	2897	203636736	22663
21	18	5000000	4	19	2890	203636736	24371
21	18	5000000	4	19	2888	203636736	24422
21	18	5000000	4	19	2884	212025344	22485
21	18	5000000	4	19	2893	212025344	22376
21	18	5000000	4	19	2886	203636736	24106
21	18	5000000	4	19	2888	203636736	24006
21	18	5000000	4	19	2886	212025344	22883
21	18	5000000	4	19	2884	212025344	22744
21	18	5000000	4	19	2887	203636736	24234
21	18	5000000	4	19	2890	212025344	22824
21	18	5000000	4	19	2883	212025344	22763
21	18	5000000	4	19	2886	212025344	22735
21	18	5000000	4	19	2889	203636736	24518
21	18	5000000	4	19	2889	203636736	23974
21	18	5000000	4	19	2887	203636736	23890
21	18	5000000	4	19	2886	203636736	24328
21	18	5000000	4	19	2890	203636736	24416
21	18	5000000	4	19	2901	203636736	22731
21	18	5000000	4	19	2881	203636736	23741
21	19	5000000	4	19	1753	203636736	25219
21	19	5000000	4	19	1732	220413952	26405
21	19	5000000	4	19	1751	203636736	25143
21	19	5000000	4	19	1737	212025344	25386
21	19	5000000	4	19	1733	220413952	26707
21	19	5000000	4	19	1739	212025344	24457
21	19	5000000	4	19	1735	220413952	26939
21	19	5000000	4	19	1753	203636736	24329
21	19	5000000	4	19	1735	212025344	25402
21	19	5000000	4	19	1740	212025344	25555
21	19	5000000	4	19	1759	203636736	24479
21	19	5000000	4	19	1759	203636736	24699
21	19	5000000	4	19	1746	203636736	25787
21	19	5000000	4	19	1733	212025344	25549
21	19	5000000	4	19	1745	203636736	25475
21	19	5000000	4	19	1737	212025344	25326
21	19	5000000	4	19	1740	212025344	25255
21	19	5000000	4	19	1735	220413952	25955
21	19	5000000	4	19	1732	220413952	26917
21	19	5000000	4	19	1739	212025344	25191
21	19	5000000	4	19	1733	220413952	26580
21	19	5000000	4	19	1735	220413952	26455
21	19	5000000	4	19	1735	220413952	26212
21	19	5000000	4	19	1753	203636736	24468
21	19	5000000	4	19	1746	203636736	24857
21	19	5000000	4	19	1746	203636736	25604
21	19	5000000	4	19	1730	228802560	24922
21	19	5000000	4	19	1760	203636736	24854
21	19	5000000	4	19	1734	220413952	26420
21	19	5000000	4	19	1733	212025344	25230
