kStretchTreeDepth	kLongLivedTreeDepth	kArraySize	kMinTreeDepth	kMaxTreeDepth	GC Itertations	Heap Size	Time Elapsed
21	16	5000000	4	15	5283	195248128	13602
21	16	5000000	4	15	5285	195248128	13616
21	16	5000000	4	15	5284	195248128	13643
21	16	5000000	4	15	5284	195248128	13593
21	16	5000000	4	15	5283	195248128	13599
21	17	5000000	4	15	3732	203636736	11064
21	17	5000000	4	15	3732	203636736	11074
21	17	5000000	4	15	3732	203636736	11143
21	17	5000000	4	15	3731	203636736	11029
21	17	5000000	4	15	3732	203636736	11060
21	17	5000000	4	15	3730	203636736	11154
21	17	5000000	4	15	3732	203636736	11034
21	17	5000000	4	15	3732	203636736	11049
21	17	5000000	4	15	3732	203636736	11072
21	17	5000000	4	15	3732	203636736	11011
21	17	5000000	4	15	3731	203636736	10963
21	17	5000000	4	15	3732	203636736	11178
21	17	5000000	4	15	3732	203636736	11092
21	17	5000000	4	15	3732	203636736	11108
21	17	5000000	4	15	3731	203636736	11087
21	17	5000000	4	15	3732	203636736	11026
21	17	5000000	4	15	3732	203636736	11086
21	17	5000000	4	15	3731	203636736	11194
21	17	5000000	4	15	3732	203636736	11085
21	17	5000000	4	15	3730	203636736	11122
21	17	5000000	4	15	3731	203636736	11064
21	17	5000000	4	15	3730	203636736	10958
21	17	5000000	4	15	3731	203636736	11131
21	17	5000000	4	15	3731	203636736	11113
21	17	5000000	4	15	3731	203636736	11172
21	17	5000000	4	15	3732	203636736	11000
21	17	5000000	4	15	3732	203636736	11101
21	17	5000000	4	15	3731	203636736	10952
21	17	5000000	4	15	3731	203636736	11027
21	17	5000000	4	15	3732	203636736	11056
21	18	5000000	4	15	2386	203636736	8906
21	18	5000000	4	15	2386	203636736	8854
21	18	5000000	4	15	2387	203636736	8830
21	18	5000000	4	15	2387	203636736	8804
21	18	5000000	4	15	2387	203636736	8799
21	18	5000000	4	15	2387	203636736	8852
21	18	5000000	4	15	2386	203636736	8870
21	18	5000000	4	15	2386	203636736	8725
21	18	5000000	4	15	2387	203636736	8761
21	18	5000000	4	15	2386	203636736	8816
21	18	5000000	4	15	2387	203636736	8893
21	18	5000000	4	15	2387	203636736	8802
21	18	5000000	4	15	2386	203636736	8786
21	18	5000000	4	15	2387	203636736	8840
21	18	5000000	4	15	2387	203636736	8804
21	18	5000000	4	15	2387	203636736	8808
21	18	5000000	4	15	2386	203636736	8803
21	18	5000000	4	15	2387	203636736	8867
21	18	5000000	4	15	2387	203636736	8800
21	18	5000000	4	15	2387	203636736	8731
21	18	5000000	4	15	2386	203636736	8785
21	18	5000000	4	15	2386	203636736	8818
21	18	5000000	4	15	2386	203636736	8847
21	18	5000000	4	15	2386	203636736	8837
21	18	5000000	4	15	2387	203636736	8820
21	18	5000000	4	15	2387	203636736	8702
21	18	5000000	4	15	2387	203636736	8714
21	18	5000000	4	15	2387	203636736	8819
21	18	5000000	4	15	2386	203636736	8847
21	18	5000000	4	15	2387	203636736	8815
21	19	5000000	4	15	1432	203636736	7589
21	19	5000000	4	15	1431	203636736	7604
21	19	5000000	4	15	1431	203636736	7618
21	19	5000000	4	15	1431	203636736	7569
21	19	5000000	4	15	1431	203636736	7631
21	19	5000000	4	15	1432	203636736	7653
21	19	5000000	4	15	1431	203636736	7601
21	19	5000000	4	15	1432	203636736	7613
21	19	5000000	4	15	1431	203636736	7578
21	19	5000000	4	15	1431	203636736	7594
21	19	5000000	4	15	1431	203636736	7616
21	19	5000000	4	15	1431	203636736	7611
21	19	5000000	4	15	1431	203636736	7618
21	19	5000000	4	15	1431	203636736	7589
21	19	5000000	4	15	1431	203636736	7601
21	19	5000000	4	15	1431	203636736	7561
21	19	5000000	4	15	1432	203636736	7633
21	19	5000000	4	15	1432	203636736	7583
21	19	5000000	4	15	1431	203636736	7616
21	19	5000000	4	15	1431	203636736	7591
21	19	5000000	4	15	1431	203636736	7562
21	19	5000000	4	15	1431	203636736	7608
21	19	5000000	4	15	1431	203636736	7600
21	19	5000000	4	15	1431	203636736	7611
21	19	5000000	4	15	1431	203636736	7594
21	19	5000000	4	15	1431	203636736	7596
21	19	5000000	4	15	1431	203636736	7615
21	19	5000000	4	15	1431	203636736	7599
21	19	5000000	4	15	1431	203636736	7600
21	19	5000000	4	15	1431	203636736	7614
21	16	5000000	4	16	5868	195248128	15901
21	16	5000000	4	16	5864	195248128	16013
21	16	5000000	4	16	5864	195248128	15934
21	16	5000000	4	16	5862	195248128	15947
21	16	5000000	4	16	5873	195248128	15897
21	16	5000000	4	16	5865	195248128	15984
21	16	5000000	4	16	5877	195248128	16013
21	16	5000000	4	16	5872	195248128	15987
21	16	5000000	4	16	5870	195248128	15907
21	16	5000000	4	16	5862	195248128	15908
21	16	5000000	4	16	5872	195248128	15894
21	16	5000000	4	16	5883	195248128	16066
21	16	5000000	4	16	5871	195248128	15910
21	16	5000000	4	16	5867	195248128	15982
21	16	5000000	4	16	5873	195248128	15957
21	16	5000000	4	16	5864	195248128	15991
21	16	5000000	4	16	5860	195248128	15962
21	16	5000000	4	16	5862	195248128	15929
21	16	5000000	4	16	5867	195248128	15952
21	16	5000000	4	16	5877	195248128	15989
21	16	5000000	4	16	5868	195248128	15974
21	16	5000000	4	16	5877	195248128	16004
21	16	5000000	4	16	5870	195248128	15927
21	16	5000000	4	16	5869	195248128	16018
21	16	5000000	4	16	5866	195248128	15929
21	16	5000000	4	16	5872	195248128	15896
21	16	5000000	4	16	5864	195248128	15946
21	16	5000000	4	16	5875	195248128	15857
21	16	5000000	4	16	5866	195248128	15904
21	16	5000000	4	16	5863	195248128	15955
21	17	5000000	4	16	4179	203636736	13222
21	17	5000000	4	16	4178	203636736	13237
21	17	5000000	4	16	4175	203636736	13217
21	17	5000000	4	16	4180	203636736	13230
21	17	5000000	4	16	4178	203636736	13263
21	17	5000000	4	16	4175	203636736	13206
21	17	5000000	4	16	4180	203636736	13256
21	17	5000000	4	16	4178	203636736	13091
21	17	5000000	4	16	4179	203636736	13308
21	17	5000000	4	16	4177	203636736	13261
21	17	5000000	4	16	4177	203636736	13232
21	17	5000000	4	16	4178	203636736	13179
21	17	5000000	4	16	4177	203636736	13161
21	17	5000000	4	16	4178	203636736	13215
21	17	5000000	4	16	4177	203636736	13332
21	17	5000000	4	16	4177	203636736	13159
21	17	5000000	4	16	4180	203636736	13240
21	17	5000000	4	16	4178	203636736	13251
21	17	5000000	4	16	4179	203636736	13299
21	17	5000000	4	16	4180	203636736	13258
21	17	5000000	4	16	4176	203636736	13175
21	17	5000000	4	16	4178	203636736	13171
21	17	5000000	4	16	4176	203636736	13252
21	17	5000000	4	16	4178	203636736	13270
21	17	5000000	4	16	4178	203636736	13288
21	17	5000000	4	16	4179	203636736	13243
21	17	5000000	4	16	4179	203636736	13177
21	17	5000000	4	16	4176	203636736	13193
21	17	5000000	4	16	4177	203636736	13141
21	17	5000000	4	16	4175	203636736	13286
21	18	5000000	4	16	2687	203636736	10756
21	18	5000000	4	16	2690	203636736	10740
21	18	5000000	4	16	2690	203636736	10769
21	18	5000000	4	16	2690	203636736	10887
21	18	5000000	4	16	2688	203636736	10794
21	18	5000000	4	16	2690	203636736	10864
21	18	5000000	4	16	2688	203636736	10853
21	18	5000000	4	16	2690	203636736	10795
21	18	5000000	4	16	2688	203636736	10789
21	18	5000000	4	16	2690	203636736	10761
21	18	5000000	4	16	2689	203636736	10836
21	18	5000000	4	16	2687	203636736	10898
21	18	5000000	4	16	2688	203636736	10786
21	18	5000000	4	16	2689	203636736	10813
21	18	5000000	4	16	2689	203636736	10770
21	18	5000000	4	16	2688	203636736	10818
21	18	5000000	4	16	2690	203636736	10818
21	18	5000000	4	16	2688	203636736	10795
21	18	5000000	4	16	2686	203636736	10828
21	18	5000000	4	16	2690	203636736	10743
21	18	5000000	4	16	2688	203636736	10806
21	18	5000000	4	16	2689	203636736	10818
21	18	5000000	4	16	2690	203636736	10849
21	18	5000000	4	16	2689	203636736	10825
21	18	5000000	4	16	2688	203636736	10756
21	18	5000000	4	16	2688	203636736	10815
21	18	5000000	4	16	2690	203636736	10809
21	18	5000000	4	16	2690	203636736	10842
21	18	5000000	4	16	2689	203636736	10799
21	18	5000000	4	16	2687	203636736	10843
21	19	5000000	4	16	1615	203636736	9517
21	19	5000000	4	16	1614	203636736	9528
21	19	5000000	4	16	1615	203636736	9500
21	19	5000000	4	16	1615	203636736	9483
21	19	5000000	4	16	1615	203636736	9476
21	19	5000000	4	16	1615	203636736	9523
21	19	5000000	4	16	1615	203636736	9519
21	19	5000000	4	16	1615	203636736	9502
21	19	5000000	4	16	1615	203636736	9514
21	19	5000000	4	16	1615	203636736	9508
21	19	5000000	4	16	1614	203636736	9476
21	19	5000000	4	16	1614	203636736	9523
21	19	5000000	4	16	1615	203636736	9430
21	19	5000000	4	16	1615	203636736	9436
21	19	5000000	4	16	1615	203636736	9492
21	19	5000000	4	16	1615	203636736	9492
21	19	5000000	4	16	1615	203636736	9506
21	19	5000000	4	16	1614	203636736	9438
21	19	5000000	4	16	1615	203636736	9630
21	19	5000000	4	16	1614	203636736	9411
21	19	5000000	4	16	1614	203636736	9594
21	19	5000000	4	16	1615	203636736	9709
21	19	5000000	4	16	1614	203636736	9593
21	19	5000000	4	16	1615	203636736	9577
21	19	5000000	4	16	1615	203636736	9642
21	19	5000000	4	16	1614	203636736	9538
21	19	5000000	4	16	1614	203636736	9563
21	19	5000000	4	16	1615	203636736	9580
21	19	5000000	4	16	1614	203636736	9536
21	19	5000000	4	16	1615	203636736	9689
21	16	5000000	4	17	5873	195248128	16379
21	16	5000000	4	17	5866	195248128	16443
21	16	5000000	4	17	5874	195248128	16358
21	16	5000000	4	17	5860	195248128	16245
21	16	5000000	4	17	5871	195248128	15976
21	16	5000000	4	17	5866	195248128	16163
21	16	5000000	4	17	5873	195248128	16328
21	16	5000000	4	17	5867	195248128	16074
21	16	5000000	4	17	5871	195248128	16270
21	16	5000000	4	17	5871	195248128	16136
21	16	5000000	4	17	5874	195248128	16198
21	16	5000000	4	17	5871	195248128	16095
21	16	5000000	4	17	5864	195248128	16270
21	16	5000000	4	17	5875	195248128	16082
21	16	5000000	4	17	5863	195248128	16071
21	16	5000000	4	17	5868	195248128	16126
21	16	5000000	4	17	5880	195248128	15962
21	16	5000000	4	17	5869	195248128	15989
21	16	5000000	4	17	5868	195248128	15849
21	16	5000000	4	17	5868	195248128	16041
21	16	5000000	4	17	5874	195248128	15799
21	16	5000000	4	17	5871	195248128	16379
21	16	5000000	4	17	5867	195248128	16081
21	16	5000000	4	17	5862	195248128	17315
21	16	5000000	4	17	5879	195248128	15931
21	16	5000000	4	17	5864	195248128	16133
21	16	5000000	4	17	5868	195248128	16212
21	16	5000000	4	17	5867	195248128	16035
21	16	5000000	4	17	5863	195248128	16269
21	16	5000000	4	17	5870	195248128	16164
21	17	5000000	4	17	4178	203636736	13358
21	17	5000000	4	17	4178	203636736	13544
21	17	5000000	4	17	4177	203636736	13323
21	17	5000000	4	17	4179	203636736	13284
21	17	5000000	4	17	4172	203636736	14005
21	17	5000000	4	17	4178	203636736	14116
21	17	5000000	4	17	4180	203636736	13651
21	17	5000000	4	17	4180	203636736	13254
21	17	5000000	4	17	4178	203636736	13430
21	17	5000000	4	17	4176	203636736	13281
21	17	5000000	4	17	4179	203636736	13199
21	17	5000000	4	17	4179	203636736	13525
21	17	5000000	4	17	4172	203636736	13962
21	17	5000000	4	17	4177	203636736	13834
21	17	5000000	4	17	4180	203636736	13747
21	17	5000000	4	17	4177	203636736	13206
21	17	5000000	4	17	4180	203636736	13783
21	17	5000000	4	17	4178	203636736	13700
21	17	5000000	4	17	4179	203636736	13222
21	17	5000000	4	17	4178	203636736	14103
21	17	5000000	4	17	4178	203636736	13209
21	17	5000000	4	17	4178	203636736	13425
21	17	5000000	4	17	4178	203636736	13283
21	17	5000000	4	17	4177	203636736	13840
21	17	5000000	4	17	4179	203636736	13634
21	17	5000000	4	17	4178	203636736	14826
21	17	5000000	4	17	4179	203636736	13280
21	17	5000000	4	17	4172	203636736	14088
21	17	5000000	4	17	4180	203636736	13281
21	17	5000000	4	17	4177	203636736	15452
21	18	5000000	4	17	2671	212025344	11326
21	18	5000000	4	17	2689	203636736	11015
21	18	5000000	4	17	2688	203636736	10864
21	18	5000000	4	17	2689	203636736	10853
21	18	5000000	4	17	2688	203636736	11012
21	18	5000000	4	17	2690	203636736	10879
21	18	5000000	4	17	2688	203636736	10920
21	18	5000000	4	17	2690	203636736	10875
21	18	5000000	4	17	2690	203636736	11422
21	18	5000000	4	17	2688	203636736	11211
21	18	5000000	4	17	2689	203636736	11223
21	18	5000000	4	17	2689	203636736	10852
21	18	5000000	4	17	2689	203636736	10795
21	18	5000000	4	17	2690	203636736	11172
21	18	5000000	4	17	2689	203636736	11751
21	18	5000000	4	17	2691	203636736	10858
21	18	5000000	4	17	2688	203636736	11129
21	18	5000000	4	17	2689	203636736	11227
21	18	5000000	4	17	2688	203636736	11025
21	18	5000000	4	17	2688	203636736	11030
21	18	5000000	4	17	2691	203636736	11202
21	18	5000000	4	17	2690	203636736	11285
21	18	5000000	4	17	2689	203636736	10880
21	18	5000000	4	17	2689	203636736	11735
21	18	5000000	4	17	2690	203636736	10844
21	18	5000000	4	17	2691	203636736	10913
21	18	5000000	4	17	2688	203636736	10877
21	18	5000000	4	17	2686	203636736	11068
21	18	5000000	4	17	2689	203636736	10821
21	18	5000000	4	17	2689	203636736	10824
21	19	5000000	4	17	1615	203636736	9552
21	19	5000000	4	17	1615	203636736	9585
21	19	5000000	4	17	1599	212025344	9175
21	19	5000000	4	17	1615	203636736	9569
21	19	5000000	4	17	1615	203636736	9573
21	19	5000000	4	17	1614	203636736	9528
21	19	5000000	4	17	1614	203636736	9941
21	19	5000000	4	17	1615	203636736	10035
21	19	5000000	4	17	1615	203636736	9603
21	19	5000000	4	17	1613	203636736	9708
21	19	5000000	4	17	1615	203636736	9554
21	19	5000000	4	17	1614	203636736	9685
21	19	5000000	4	17	1615	203636736	9561
21	19	5000000	4	17	1614	203636736	10292
21	19	5000000	4	17	1615	203636736	9597
21	19	5000000	4	17	1615	203636736	9633
21	19	5000000	4	17	1615	203636736	9915
21	19	5000000	4	17	1615	203636736	10121
21	19	5000000	4	17	1615	203636736	9680
21	19	5000000	4	17	1614	203636736	9599
21	19	5000000	4	17	1615	203636736	9545
21	19	5000000	4	17	1615	203636736	9546
21	19	5000000	4	17	1615	203636736	10204
21	19	5000000	4	17	1615	203636736	9543
21	19	5000000	4	17	1615	203636736	9515
21	19	5000000	4	17	1614	203636736	9722
21	19	5000000	4	17	1614	203636736	9816
21	19	5000000	4	17	1614	203636736	9888
21	19	5000000	4	17	1614	203636736	9672
21	19	5000000	4	17	1614	203636736	9813
21	16	5000000	4	18	6208	195248128	18637
21	16	5000000	4	18	6191	195248128	18860
21	16	5000000	4	18	6196	195248128	18070
21	16	5000000	4	18	6195	195248128	17966
21	16	5000000	4	18	6205	195248128	18336
21	16	5000000	4	18	6199	195248128	18045
21	16	5000000	4	18	6196	195248128	18877
21	16	5000000	4	18	6187	195248128	19776
21	16	5000000	4	18	6195	195248128	18532
21	16	5000000	4	18	6208	195248128	18140
21	16	5000000	4	18	6195	195248128	18081
21	16	5000000	4	18	6203	195248128	18511
21	16	5000000	4	18	6211	195248128	18310
21	16	5000000	4	18	6204	195248128	18231
21	16	5000000	4	18	6200	195248128	18619
21	16	5000000	4	18	6200	195248128	18016
21	16	5000000	4	18	6207	195248128	18640
21	16	5000000	4	18	6201	195248128	18082
21	16	5000000	4	18	6199	195248128	18086
21	16	5000000	4	18	6209	195248128	19285
21	16	5000000	4	18	6204	195248128	18070
21	16	5000000	4	18	6206	195248128	18239
21	16	5000000	4	18	6195	195248128	18200
21	16	5000000	4	18	6205	195248128	17915
21	16	5000000	4	18	6193	195248128	18645
21	16	5000000	4	18	6195	195248128	18080
21	16	5000000	4	18	6206	195248128	18041
21	16	5000000	4	18	6202	195248128	18104
21	16	5000000	4	18	6209	195248128	18140
21	16	5000000	4	18	6201	195248128	18635
21	17	5000000	4	18	4453	203636736	15506
21	17	5000000	4	18	4452	203636736	15212
21	17	5000000	4	18	4457	203636736	15318
21	17	5000000	4	18	4459	203636736	15327
21	17	5000000	4	18	4452	203636736	16240
21	17	5000000	4	18	4455	203636736	15237
21	17	5000000	4	18	4455	203636736	15313
21	17	5000000	4	18	4453	203636736	15639
21	17	5000000	4	18	4455	203636736	15302
21	17	5000000	4	18	4456	203636736	15321
21	17	5000000	4	18	4457	203636736	15157
21	17	5000000	4	18	4455	203636736	15644
21	17	5000000	4	18	4455	203636736	17074
21	17	5000000	4	18	4455	203636736	16325
21	17	5000000	4	18	4456	203636736	20554
21	17	5000000	4	18	4456	203636736	15588
21	17	5000000	4	18	4453	203636736	15949
21	17	5000000	4	18	4458	203636736	16457
21	17	5000000	4	18	4453	203636736	15792
21	17	5000000	4	18	4454	203636736	15980
21	17	5000000	4	18	4457	203636736	15824
21	17	5000000	4	18	4447	203636736	16506
21	17	5000000	4	18	4449	203636736	16245
21	17	5000000	4	18	4460	203636736	19537
21	17	5000000	4	18	4457	203636736	16154
21	17	5000000	4	18	4455	203636736	15761
21	17	5000000	4	18	4457	203636736	15573
21	17	5000000	4	18	4459	203636736	16587
21	17	5000000	4	18	4458	203636736	15864
21	17	5000000	4	18	4456	203636736	16303
21	18	5000000	4	18	2894	203636736	13037
21	18	5000000	4	18	2900	203636736	14691
21	18	5000000	4	18	2898	203636736	13100
21	18	5000000	4	18	2898	203636736	13055
21	18	5000000	4	18	2903	203636736	13030
21	18	5000000	4	18	2899	203636736	13927
21	18	5000000	4	18	2898	203636736	13124
21	18	5000000	4	18	2901	203636736	12797
21	18	5000000	4	18	2900	203636736	13000
21	18	5000000	4	18	2901	203636736	15044
21	18	5000000	4	18	2900	203636736	13949
21	18	5000000	4	18	2900	203636736	13064
21	18	5000000	4	18	2895	203636736	13067
21	18	5000000	4	18	2897	203636736	12963
21	18	5000000	4	18	2900	203636736	15154
21	18	5000000	4	18	2897	203636736	13211
21	18	5000000	4	18	2896	203636736	13954
21	18	5000000	4	18	2900	203636736	12964
21	18	5000000	4	18	2899	203636736	13625
21	18	5000000	4	18	2895	203636736	13473
21	18	5000000	4	18	2898	203636736	13393
21	18	5000000	4	18	2903	203636736	13804
21	18	5000000	4	18	2878	212025344	13662
21	18	5000000	4	18	2897	203636736	12983
21	18	5000000	4	18	2879	212025344	13597
21	18	5000000	4	18	2903	203636736	13130
21	18	5000000	4	18	2900	203636736	12930
21	18	5000000	4	18	2896	203636736	14244
21	18	5000000	4	18	2900	203636736	15333
21	18	5000000	4	18	2897	203636736	14001
21	19	5000000	4	18	1759	203636736	11790
21	19	5000000	4	18	1742	212025344	11622
21	19	5000000	4	18	1759	203636736	11505
21	19	5000000	4	18	1759	203636736	11567
21	19	5000000	4	18	1740	212025344	11417
21	19	5000000	4	18	1759	203636736	11847
21	19	5000000	4	18	1759	203636736	11845
21	19	5000000	4	18	1759	203636736	11563
21	19	5000000	4	18	1759	203636736	11488
21	19	5000000	4	18	1759	203636736	11358
21	19	5000000	4	18	1759	203636736	11595
21	19	5000000	4	18	1741	212025344	12798
21	19	5000000	4	18	1741	212025344	11290
21	19	5000000	4	18	1759	203636736	11506
21	19	5000000	4	18	1758	203636736	11876
21	19	5000000	4	18	1759	203636736	11509
21	19	5000000	4	18	1759	203636736	11767
21	19	5000000	4	18	1759	203636736	11780
21	19	5000000	4	18	1759	203636736	11610
21	19	5000000	4	18	1756	203636736	11789
21	19	5000000	4	18	1759	203636736	11751
21	19	5000000	4	18	1759	203636736	11326
21	19	5000000	4	18	1757	203636736	11621
21	19	5000000	4	18	1759	203636736	12915
21	19	5000000	4	18	1757	203636736	11567
21	19	5000000	4	18	1757	203636736	12175
21	19	5000000	4	18	1759	203636736	11761
21	19	5000000	4	18	1757	203636736	11714
21	19	5000000	4	18	1757	203636736	11605
21	19	5000000	4	18	1759	203636736	11305
21	16	5000000	4	19	6203	195248128	18727
21	16	5000000	4	19	6205	195248128	18462
21	16	5000000	4	19	6199	195248128	18125
21	16	5000000	4	19	6202	195248128	18358
21	16	5000000	4	19	6203	195248128	18541
21	16	5000000	4	19	6214	195248128	18368
21	16	5000000	4	19	6203	195248128	17897
21	16	5000000	4	19	6203	195248128	18066
21	16	5000000	4	19	6203	195248128	17779
21	16	5000000	4	19	6204	195248128	18041
21	16	5000000	4	19	6199	195248128	18282
21	16	5000000	4	19	6193	195248128	21001
21	16	5000000	4	19	6207	195248128	18513
21	16	5000000	4	19	6208	195248128	18188
21	16	5000000	4	19	6195	195248128	20029
21	16	5000000	4	19	6197	195248128	18182
21	16	5000000	4	19	6200	195248128	17942
21	16	5000000	4	19	6206	195248128	17875
21	16	5000000	4	19	6209	195248128	17906
21	16	5000000	4	19	6203	195248128	18374
21	16	5000000	4	19	6202	195248128	17961
21	16	5000000	4	19	6199	195248128	18206
21	16	5000000	4	19	6200	195248128	18018
21	16	5000000	4	19	6201	195248128	17714
21	16	5000000	4	19	6200	195248128	18425
21	16	5000000	4	19	6203	195248128	17863
21	16	5000000	4	19	6192	195248128	17831
21	16	5000000	4	19	6197	195248128	18240
